,id,movie,year,time,rating,score,votes,gross,description,director,star,genre
840,840,The Fifth Element,1997,126 min,7.7,52        ,"454,157",$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Luc Besson,'Bruce Willis' 'Milla Jovovich' 'Gary Oldman' 'Ian Holm',"
Action, Adventure, Sci-Fi            "
380,380,The Avengers,2012,143 min,8.0,69        ,"1,321,674",$623.28M,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,Joss Whedon,'Robert Downey Jr.' 'Chris Evans' 'Scarlett Johansson' 'Jeremy Renner',"
Action, Adventure, Sci-Fi            "
569,569,Patton,1970,172 min,7.9,91        ,"99,393",$61.70M,The World War II phase of the career of controversial American general George S. Patton.,Franklin J. Schaffner,'George C. Scott' 'Karl Malden' 'Stephen Young' 'Michael Strong',"
Biography, Drama, War            "
397,397,Cinderella Man,2005,144 min,8.0,69        ,"182,697",$61.65M,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",Ron Howard,'Russell Crowe' 'Renée Zellweger' 'Craig Bierko' 'Paul Giamatti',"
Biography, Drama, History            "
705,705,The Goonies,1985,114 min,7.8,62        ,"259,082",$61.50M,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,Richard Donner,'Sean Astin' 'Josh Brolin' 'Jeff Cohen' 'Corey Feldman',"
Adventure, Comedy, Family            "
697,697,Misery,1990,107 min,7.8,75        ,"198,078",$61.28M,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",Rob Reiner,'James Caan' 'Kathy Bates' 'Richard Farnsworth' 'Frances Sternhagen',"
Drama, Thriller            "
231,231,Prisoners,2013,153 min,8.1,70        ,"651,316",$61.00M,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Denis Villeneuve,'Hugh Jackman' 'Jake Gyllenhaal' 'Viola Davis' 'Melissa Leo',"
Crime, Drama, Mystery            "
922,922,Incredibles 2,2018,118 min,7.6,80        ,"273,823",$608.58M,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,Brad Bird,'Craig T. Nelson' 'Holly Hunter' 'Sarah Vowell' 'Huck Milner',"
Animation, Action, Adventure            "
98,98,Incendies,2010,131 min,8.3,80        ,"166,051",$6.86M,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Denis Villeneuve,'Lubna Azabal' 'Mélissa Désormeaux-Poulin' 'Maxim Gaudette' 'Mustafa Kamel',"
Drama, Mystery, War            "
761,761,Me and Earl and the Dying Girl,2015,105 min,7.7,74        ,"128,191",$6.74M,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Alfonso Gomez-Rejon,'Thomas Mann' 'RJ Cyler' 'Olivia Cooke' 'Nick Offerman',"
Comedy, Drama            "
507,507,Amour,2012,127 min,7.9,94        ,"97,396",$6.74M,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",Michael Haneke,'Jean-Louis Trintignant' 'Emmanuelle Riva' 'Isabelle Huppert' 'Alexandre Tharaud',"
Drama            "
615,615,Loving Vincent,2017,94 min,7.8,62        ,"55,120",$6.74M,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.","Directors:Dorota Kobiela, Hugh Welchman",'Douglas Booth' 'Jerome Flynn' 'Robert Gulaczyk' 'Helen McCrory',"
Animation, Biography, Crime            "
357,357,Bãhubali: The Beginning,2015,159 min,8.0,****,"109,772",$6.74M,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.",S.S. Rajamouli,'Prabhas' 'Rana Daggubati' 'Ramya Krishnan' 'Sathyaraj',"
Action, Drama            "
44,44,American History X,1998,119 min,8.5,62        ,"1,076,337",$6.72M,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,Tony Kaye,"'Edward Norton' 'Edward Furlong' ""Beverly D'Angelo"" 'Jennifer Lien'","
Drama            "
586,586,The Big Sleep,1946,114 min,7.9,****,"83,401",$6.54M,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",Howard Hawks,'Humphrey Bogart' 'Lauren Bacall' 'John Ridgely' 'Martha Vickers',"
Crime, Film-Noir, Mystery            "
71,71,3 Idiots,2009,170 min,8.4,67        ,"373,150",$6.53M,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Rajkumar Hirani,'Aamir Khan' 'Madhavan' 'Mona Singh' 'Sharman Joshi',"
Comedy, Drama            "
150,150,El secreto de sus ojos,2009,129 min,8.2,80        ,"202,779",$6.39M,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Juan José Campanella,'Ricardo Darín' 'Soledad Villamil' 'Pablo Rago' 'Carla Quevedo',"
Drama, Mystery, Romance            "
121,121,A Clockwork Orange,1971,136 min,8.3,77        ,"793,629",$6.21M,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick,'Malcolm McDowell' 'Patrick Magee' 'Michael Bates' 'Warren Clarke',"
Crime, Sci-Fi            "
408,408,The Straight Story,1999,112 min,8.0,86        ,"87,824",$6.20M,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,David Lynch,'Richard Farnsworth' 'Sissy Spacek' 'Jane Galloway Heitz' 'Joseph A. Carpenter',"
Biography, Drama            "
956,956,Un long dimanche de fiançailles,2004,133 min,7.6,76        ,"72,555",$6.17M,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",Jean-Pierre Jeunet,'Audrey Tautou' 'Gaspard Ulliel' 'Jodie Foster' 'Dominique Pinon',"
Drama, Mystery, Romance            "
863,863,Barton Fink,1991,116 min,7.7,69        ,"117,951",$6.15M,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,"Directors:Joel Coen, Ethan Coen",'John Turturro' 'John Goodman' 'Judy Davis' 'Michael Lerner',"
Comedy, Drama, Thriller            "
853,853,Short Cuts,1993,188 min,7.7,79        ,"43,961",$6.11M,The day-to-day lives of several suburban Los Angeles residents.,Robert Altman,'Andie MacDowell' 'Julianne Moore' 'Tim Robbins' 'Bruce Davison',"
Comedy, Drama            "
16,16,"Il buono, il brutto, il cattivo",1966,161 min,8.8,90        ,"725,513",$6.10M,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,Sergio Leone,'Clint Eastwood' 'Eli Wallach' 'Lee Van Cleef' 'Aldo Giuffrè',"
Adventure, Western            "
658,658,Little Miss Sunshine,2006,101 min,7.8,80        ,"459,035",$59.89M,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,"Directors:Jonathan Dayton, Valerie Faris",'Steve Carell' 'Toni Collette' 'Greg Kinnear' 'Abigail Breslin',"
Comedy, Drama            "
703,703,Predator,1987,107 min,7.8,45        ,"391,414",$59.74M,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,John McTiernan,'Arnold Schwarzenegger' 'Carl Weathers' 'Kevin Peter Hall' 'Elpidia Carrillo',"
Action, Adventure, Horror            "
219,219,The Grand Budapest Hotel,2014,99 min,8.1,88        ,"757,244",$59.10M,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",Wes Anderson,'Ralph Fiennes' 'F. Murray Abraham' 'Mathieu Amalric' 'Adrien Brody',"
Adventure, Comedy, Crime            "
961,961,The Butterfly Effect,2004,113 min,7.6,30        ,"470,996",$57.94M,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","Directors:Eric Bress, J. Mackye Gruber",'Ashton Kutcher' 'Amy Smart' 'Melora Walters' 'Elden Henson',"
Drama, Sci-Fi, Thriller            "
30,30,La vita è bella,1997,116 min,8.6,59        ,"659,995",$57.60M,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",Roberto Benigni,'Roberto Benigni' 'Nicoletta Braschi' 'Giorgio Cantarini' 'Giustino Durano',"
Comedy, Drama, Romance            "
695,695,Boyz n the Hood,1991,112 min,7.8,76        ,"134,651",$57.50M,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",John Singleton,'Cuba Gooding Jr.' 'Laurence Fishburne' 'Hudhail Al-Amir' 'Lloyd Avery II',"
Crime, Drama            "
384,384,Blood Diamond,2006,143 min,8.0,64        ,"524,747",$57.37M,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",Edward Zwick,'Leonardo DiCaprio' 'Djimon Hounsou' 'Jennifer Connelly' 'Kagiso Kuypers',"
Adventure, Drama, Thriller            "
5,5,The Godfather: Part II,1974,202 min,9.0,90        ,"1,197,868",$57.30M,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",Francis Ford Coppola,'Al Pacino' 'Robert De Niro' 'Robert Duvall' 'Diane Keaton',"
Crime, Drama            "
560,560,The Blues Brothers,1980,133 min,7.9,60        ,"192,111",$57.23M,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",John Landis,'John Belushi' 'Dan Aykroyd' 'Cab Calloway' 'John Candy',"
Action, Adventure, Comedy            "
414,414,Twelve Monkeys,1995,129 min,8.0,74        ,"600,050",$57.14M,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",Terry Gilliam,'Bruce Willis' 'Madeleine Stowe' 'Brad Pitt' 'Joseph Melito',"
Mystery, Sci-Fi, Thriller            "
122,122,2001: A Space Odyssey,1968,149 min,8.3,84        ,"637,082",$56.95M,"The Monoliths push humanity to reach for the stars; after their discovery in Africa generations ago, the mysterious objects lead mankind on an awesome journey to Jupiter, with the help of H.A.L. 9000: the world's greatest supercomputer.",Stanley Kubrick,'Keir Dullea' 'Gary Lockwood' 'William Sylvester' 'Daniel Richter',"
Adventure, Sci-Fi            "
773,773,Midnight in Paris,2011,94 min,7.7,81        ,"406,776",$56.82M,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Woody Allen,'Owen Wilson' 'Rachel McAdams' 'Kathy Bates' 'Kurt Fuller',"
Comedy, Fantasy, Romance            "
725,725,Guess Who's Coming to Dinner,1967,108 min,7.8,63        ,"42,602",$56.70M,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,Stanley Kramer,'Spencer Tracy' 'Sidney Poitier' 'Katharine Hepburn' 'Katharine Houghton',"
Comedy, Drama            "
225,225,12 Years a Slave,2013,134 min,8.1,96        ,"671,099",$56.67M,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Steve McQueen,'Chiwetel Ejiofor' 'Michael Kenneth Williams' 'Michael Fassbender' 'Brad Pitt',"
Biography, Drama, History            "
686,686,Tombstone,1993,130 min,7.8,50        ,"138,187",$56.51M,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Directors:George P. Cosmatos, Kevin Jarre",'Kurt Russell' 'Val Kilmer' 'Sam Elliott' 'Bill Paxton',"
Action, Biography, Drama            "
551,551,Edward Scissorhands,1990,105 min,7.9,74        ,"467,706",$56.36M,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",Tim Burton,'Johnny Depp' 'Winona Ryder' 'Dianne Wiest' 'Anthony Michael Hall',"
Drama, Fantasy, Romance            "
845,845,Primal Fear,1996,129 min,7.7,47        ,"203,055",$56.12M,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Gregory Hoblit,'Richard Gere' 'Laura Linney' 'Edward Norton' 'John Mahoney',"
Crime, Drama, Mystery            "
954,954,Saw,2004,103 min,7.6,46        ,"401,964",$56.00M,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",James Wan,'Cary Elwes' 'Leigh Whannell' 'Danny Glover' 'Ken Leung',"
Horror, Mystery, Thriller            "
879,879,Ordinary People,1980,124 min,7.7,86        ,"50,049",$54.80M,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Robert Redford,'Donald Sutherland' 'Mary Tyler Moore' 'Judd Hirsch' 'Timothy Hutton',"
Drama            "
804,804,Crash,I 2004,112 min,7.7,66        ,"429,021",$54.58M,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Paul Haggis,'Don Cheadle' 'Sandra Bullock' 'Thandiwe Newton' 'Karina Arroyave',"
Crime, Drama, Thriller            "
